Minerali,per porzione,% RDA
Calcio,"54,0 mg","5,4 %"
Rame,"0,1 mg","13,4 %"
Ferro,"2,4 mg","16,3 %"
Magnesio,"118,0 mg","39,3 %"
Manganese,"1,3 mg","63,7 %"
Fosforo,"262,0 mg","37,4 %"
Potassio,"328,0 mg","16,4 %"
Selenio,"< 0,1 mg","27,0 %"
Zinco,"2,7 mg","38,0 %"
