Valori nutrizionali,per porzione,% RDA
Valore calorico,99 kcal 414 kJ,"5,0 %"
Grassi,"1,4 g","2,2 %"
Grassi saturi,"1,0 g","4,5 %"
Carboidrati,"12,0 g","4,5 %"
Proteine,"4,0 g","5,5 %"
Sale,"0,1 g","1,7 %"
