Valori nutrizionali,per porzione,% RDA
Valore calorico,81 kcal 339 kJ,"4,1 %"
Grassi,"0,3 g","0,5 %"
Grassi saturi,"0,0 g","0,0 %"
Grassi monoinsaturi,"0,0 g","0,0 %"
Grassi polinsaturi,"0,0 g","0,0 %"
Carboidrati,"21,0 g","7,8 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"1,0 g","1,3 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"112,2 g","5,6 %"
