Minerali,per porzione,% RDA
Calcio,"200,6 mg","20,1 %"
Rame,"0,2 mg","17,3 %"
Ferro,"3,7 mg","24,5 %"
Magnesio,"28,9 mg","9,6 %"
Manganese,"< 0,1 mg","2,5 %"
Fosforo,"534,7 mg","76,4 %"
Potassio,"459,0 mg","23,0 %"
Selenio,"0,1 mg","466,7 %"
Zinco,"2,7 mg","38,3 %"
