Minerali,per porzione,% RDA
Calcio,"95,3 mg","9,5 %"
Rame,"0,4 mg","44,0 %"
Ferro,"8,4 mg","55,9 %"
Magnesio,"108,9 mg","36,3 %"
Manganese,"< 0,1 mg","2,9 %"
Fosforo,"961,6 mg","137,4 %"
Potassio,"1.583,1 mg","79,2 %"
Selenio,"0,1 mg","400,7 %"
Zinco,"18,5 mg","264,4 %"
