Minerali,per porzione,% RDA
Calcio,"52,2 mg","5,2 %"
Rame,"0,1 mg","11,2 %"
Ferro,"1,1 mg","7,5 %"
Magnesio,"67,2 mg","22,4 %"
Manganese,"0,7 mg","37,1 %"
Fosforo,"200,3 mg","28,6 %"
Potassio,"437,8 mg","21,9 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"0,3 mg","4,8 %"
