Minerali,per porzione,% RDA
Calcio,"5,0 mg","0,5 %"
Rame,"< 0,1 mg","0,2 %"
Ferro,"0,3 mg","1,7 %"
Magnesio,"0,7 mg","0,2 %"
Manganese,"< 0,1 mg","2,5 %"
Fosforo,"0,7 mg","< 0,1 %"
Potassio,"3,2 mg","0,2 %"
Selenio,"< 0,1 mg","< 0,1 %"
Zinco,"< 0,1 mg","0,3 %"
