Minerali,per porzione,% RDA
Calcio,"15,8 mg","1,6 %"
Rame,"< 0,1 mg","1,4 %"
Ferro,"0,2 mg","1,1 %"
Magnesio,"4,5 mg","1,5 %"
Manganese,"< 0,1 mg","2,0 %"
Fosforo,"9,4 mg","1,3 %"
Potassio,"106,5 mg","5,3 %"
Selenio,"< 0,1 mg","1,3 %"
Zinco,"< 0,1 mg","0,8 %"
