Valori nutrizionali,per porzione,% RDA
Valore calorico,165 kcal 691 kJ,"8,3 %"
Grassi,"9,7 g","14,9 %"
Grassi saturi,"5,7 g","25,9 %"
Grassi monoinsaturi,"2,9 g","10,1 %"
Grassi polinsaturi,"0,3 g","2,2 %"
Carboidrati,"18,0 g","6,7 %"
Zuccheri,"13,8 g","27,7 %"
Proteine,"1,5 g","2,1 %"
Fibre alimentari,"2,2 g","0,7 %"
Colesterolo,"2,1 mg","7,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"0,3 g","< 0,1 %"
