Minerali,per porzione,% RDA
Calcio,"27,2 mg","2,7 %"
Rame,"0,3 mg","34,9 %"
Ferro,"8,8 mg","58,7 %"
Magnesio,"86,2 mg","28,7 %"
Manganese,"< 0,1 mg","2,7 %"
Fosforo,"762,0 mg","108,9 %"
Potassio,"1.338,1 mg","66,9 %"
Selenio,"< 0,1 mg","246,5 %"
Zinco,"14,3 mg","204,1 %"
