Minerali,per porzione,% RDA
Calcio,"2,7 mg","0,3 %"
Rame,"< 0,1 mg","0,3 %"
Ferro,"< 0,1 mg","0,3 %"
Magnesio,"0,6 mg","0,2 %"
Manganese,"0,1 mg","6,6 %"
Fosforo,"< 0,1 mg","< 0,1 %"
Potassio,"8,2 mg","0,4 %"
Selenio,"< 0,1 mg","< 0,1 %"
Zinco,"0,2 mg","2,6 %"
