Valori nutrizionali,per porzione,% RDA
Valore calorico,180 kcal 752 kJ,"9,0 %"
Grassi,"2,3 g","3,6 %"
Grassi saturi,"0,8 g","3,5 %"
Grassi monoinsaturi,"0,9 g","3,2 %"
Grassi polinsaturi,"0,4 g","2,8 %"
Carboidrati,"29,9 g","11,2 %"
Zuccheri,"12,8 g","25,6 %"
Proteine,"9,7 g","13,3 %"
Fibre alimentari,"4,8 g","1,6 %"
Colesterolo,"5,1 mg","16,9 %"
Sodio,"0,4 g","< 0,1 %"
Acqua,"208,5 g","10,4 %"
