Minerali,per porzione,% RDA
Calcio,"226,0 mg","22,6 %"
Rame,"< 0,1 mg","4,4 %"
Ferro,"0,2 mg","1,5 %"
Magnesio,"26,0 mg","8,7 %"
Manganese,"< 0,1 mg","1,5 %"
Fosforo,"200,0 mg","28,6 %"
Potassio,"364,0 mg","18,2 %"
Selenio,"< 0,1 mg","14,0 %"
Zinco,"0,7 mg","10,3 %"
