Valori nutrizionali,per porzione,% RDA
Valore calorico,301 kcal 1.261 kJ,"15,1 %"
Grassi,"2,4 g","3,7 %"
Grassi saturi,"0,3 g","1,6 %"
Grassi monoinsaturi,"0,3 g","1,0 %"
Grassi polinsaturi,"1,0 g","6,6 %"
Carboidrati,"57,3 g","21,4 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"11,8 g","16,2 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"75,9 mg","253,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"157,7 g","7,9 %"
