Minerali,per porzione,% RDA
Calcio,"15,0 mg","1,5 %"
Rame,"0,3 mg","31,3 %"
Ferro,"1,2 mg","7,7 %"
Magnesio,"24,5 mg","8,2 %"
Manganese,"< 0,1 mg","1,2 %"
Fosforo,"223,0 mg","31,9 %"
Potassio,"238,0 mg","11,9 %"
Selenio,"< 0,1 mg","146,9 %"
Zinco,"0,4 mg","6,0 %"
