Minerali,per porzione,% RDA
Calcio,"7,1 mg","0,7 %"
Rame,"0,2 mg","23,1 %"
Ferro,"1,2 mg","7,7 %"
Magnesio,"60,5 mg","20,2 %"
Manganese,"< 0,1 mg","1,4 %"
Fosforo,"475,3 mg","67,9 %"
Potassio,"592,7 mg","29,6 %"
Selenio,"0,1 mg","356,6 %"
Zinco,"0,8 mg","12,0 %"
