Minerali,per porzione,% RDA
Calcio,"4,6 mg","0,5 %"
Rame,"< 0,1 mg","2,5 %"
Ferro,"0,2 mg","1,0 %"
Magnesio,"3,7 mg","1,2 %"
Manganese,"< 0,1 mg","0,8 %"
Fosforo,"6,9 mg","1,0 %"
Potassio,"70,8 mg","3,5 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"< 0,1 mg","0,7 %"
