Minerali,per porzione,% RDA
Calcio,"1.283,5 mg","128,4 %"
Rame,"< 0,1 mg","2,4 %"
Ferro,"0,1 mg","1,0 %"
Magnesio,"39,2 mg","13,1 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"653,0 mg","93,3 %"
Potassio,"104,2 mg","5,2 %"
Selenio,"< 0,1 mg","57,9 %"
Zinco,"4,8 mg","68,8 %"
