Minerali,per porzione,% RDA
Calcio,"57,8 mg","5,8 %"
Rame,"< 0,1 mg","6,2 %"
Ferro,"2,1 mg","13,8 %"
Magnesio,"8,4 mg","2,8 %"
Manganese,"0,2 mg","10,0 %"
Fosforo,"335,9 mg","48,0 %"
Potassio,"91,2 mg","4,6 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"0,3 mg","4,6 %"
