Minerali,per porzione,% RDA
Calcio,"8,3 mg","0,8 %"
Rame,"< 0,1 mg","5,3 %"
Ferro,"1,0 mg","6,8 %"
Magnesio,"15,0 mg","5,0 %"
Manganese,"< 0,1 mg","0,7 %"
Fosforo,"104,3 mg","14,9 %"
Potassio,"132,0 mg","6,6 %"
Selenio,"< 0,1 mg","47,3 %"
Zinco,"1,8 mg","26,0 %"
