Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"1,4 mg","122,9 %"
Vitamina B11,"0,8 mg","190,6 %"
Vitamina B12,"0,0 mg","0,0 %"
Vitamina B2,"0,6 mg","46,2 %"
Vitamina B3,"4,8 mg","29,8 %"
Vitamina B5,"1,4 mg","24,0 %"
Vitamina B6,"0,9 mg","61,9 %"
Vitamina C,"0,0 mg","0,0 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"0,0 mg","0,0 %"
Vitamina K,"0,0 mg","0,0 %"
