Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"0,2 mg","21,0 %"
Vitamina B11,"< 0,1 mg","12,9 %"
Vitamina B12,"< 0,1 mg","35,2 %"
Vitamina B2,"0,2 mg","14,1 %"
Vitamina B3,"3,7 mg","23,0 %"
Vitamina B5,"0,3 mg","5,0 %"
Vitamina B6,"0,1 mg","8,6 %"
Vitamina C,"1,7 mg","2,1 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"0,0 mg","0,0 %"
Vitamina K,"0,0 mg","0,0 %"
