Minerali,per porzione,% RDA
Calcio,"5,0 mg","0,5 %"
Rame,"< 0,1 mg","3,6 %"
Ferro,"0,5 mg","3,5 %"
Magnesio,"4,5 mg","1,5 %"
Manganese,"< 0,1 mg","0,7 %"
Fosforo,"38,7 mg","5,5 %"
Potassio,"75,2 mg","3,8 %"
Selenio,"< 0,1 mg","20,7 %"
Zinco,"0,8 mg","11,8 %"
