Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"2,1 mg","189,9 %"
Vitamina B11,"0,2 mg","57,0 %"
Vitamina B12,"0,0 mg","0,0 %"
Vitamina B2,"0,4 mg","28,3 %"
Vitamina B3,"4,0 mg","25,2 %"
Vitamina B5,"0,4 mg","7,4 %"
Vitamina B6,"0,8 mg","54,6 %"
Vitamina C,"2,4 mg","3,0 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"0,0 mg","0,0 %"
Vitamina K,"0,0 mg","0,0 %"
