Minerali,per porzione,% RDA
Calcio,"11,6 mg","1,2 %"
Rame,"0,1 mg","13,5 %"
Ferro,"0,9 mg","6,0 %"
Magnesio,"23,1 mg","7,7 %"
Manganese,"0,2 mg","9,8 %"
Fosforo,"42,0 mg","6,0 %"
Potassio,"320,3 mg","16,0 %"
Selenio,"< 0,1 mg","1,4 %"
Zinco,"0,3 mg","3,9 %"
