Valori nutrizionali,per porzione,% RDA
Valore calorico,1.090 kcal 4.562 kJ,"54,5 %"
Grassi,"54,9 g","84,5 %"
Grassi saturi,"10,5 g","47,9 %"
Grassi monoinsaturi,"32,4 g","111,9 %"
Grassi polinsaturi,"7,6 g","50,8 %"
Carboidrati,"143,2 g","53,4 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"17,9 g","24,6 %"
Fibre alimentari,"12,0 g","4,0 %"
Colesterolo,"11,4 mg","37,8 %"
Sodio,"1,8 g","0,3 %"
Acqua,"3,6 g","0,2 %"
