Minerali,per porzione,% RDA
Calcio,"16,2 mg","1,6 %"
Rame,"0,3 mg","25,1 %"
Ferro,"0,5 mg","3,3 %"
Magnesio,"48,0 mg","16,0 %"
Manganese,"0,5 mg","25,8 %"
Fosforo,"95,7 mg","13,7 %"
Potassio,"183,6 mg","9,2 %"
Selenio,"< 0,1 mg","7,5 %"
Zinco,"0,9 mg","13,2 %"
