Minerali,per porzione,% RDA
Calcio,"5,6 mg","0,6 %"
Rame,"< 0,1 mg","1,2 %"
Ferro,"0,1 mg","0,7 %"
Magnesio,"2,2 mg","0,7 %"
Manganese,"< 0,1 mg","1,1 %"
Fosforo,"3,4 mg","0,5 %"
Potassio,"39,4 mg","2,0 %"
Selenio,"< 0,1 mg","0,7 %"
Zinco,"< 0,1 mg","0,4 %"
