Valori nutrizionali,per porzione,% RDA
Valore calorico,264 kcal 1.106 kJ,"13,2 %"
Grassi,"9,2 g","14,1 %"
Grassi saturi,"2,4 g","11,0 %"
Grassi monoinsaturi,"3,9 g","13,5 %"
Grassi polinsaturi,"2,3 g","15,5 %"
Carboidrati,"42,3 g","15,8 %"
Zuccheri,"26,3 g","52,5 %"
Proteine,"4,0 g","5,5 %"
Fibre alimentari,"0,6 g","0,2 %"
Colesterolo,"1,5 mg","4,9 %"
Sodio,"0,2 g","< 0,1 %"
Acqua,"17,2 g","0,9 %"
