Minerali,per porzione,% RDA
Calcio,"147,0 mg","14,7 %"
Rame,"0,1 mg","12,1 %"
Ferro,"1,9 mg","12,6 %"
Magnesio,"25,2 mg","8,4 %"
Manganese,"0,2 mg","12,1 %"
Fosforo,"44,1 mg","6,3 %"
Potassio,"243,6 mg","12,2 %"
Selenio,"< 0,1 mg","1,1 %"
Zinco,"0,3 mg","4,2 %"
