Valori nutrizionali,per porzione,% RDA
Valore calorico,206 kcal 862 kJ,"10,3 %"
Grassi,"9,0 g","13,9 %"
Grassi saturi,"3,6 g","16,4 %"
Grassi monoinsaturi,"1,6 g","5,6 %"
Grassi polinsaturi,"0,3 g","1,7 %"
Carboidrati,"7,1 g","2,6 %"
Zuccheri,"5,6 g","11,2 %"
Proteine,"23,4 g","32,0 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"35,7 mg","119,0 %"
Sodio,"0,8 g","0,1 %"
Acqua,"167,6 g","8,4 %"
