Minerali,per porzione,% RDA
Calcio,"321,9 mg","32,2 %"
Rame,"< 0,1 mg","3,5 %"
Ferro,"0,2 mg","1,2 %"
Magnesio,"31,9 mg","10,6 %"
Manganese,"< 0,1 mg","1,1 %"
Fosforo,"266,0 mg","38,0 %"
Potassio,"468,2 mg","23,4 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"1,1 mg","16,3 %"
