Minerali,per porzione,% RDA
Calcio,"21,6 mg","2,2 %"
Rame,"0,2 mg","23,3 %"
Ferro,"2,0 mg","13,5 %"
Magnesio,"15,1 mg","5,0 %"
Manganese,"< 0,1 mg","2,6 %"
Fosforo,"45,4 mg","6,5 %"
Potassio,"114,5 mg","5,7 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"1,8 mg","25,3 %"
