Valori nutrizionali,per porzione,% RDA
Valore calorico,332 kcal 1.390 kJ,"16,6 %"
Grassi,"1,4 g","2,2 %"
Grassi saturi,"0,3 g","1,4 %"
Grassi monoinsaturi,"0,2 g","0,8 %"
Grassi polinsaturi,"0,6 g","3,8 %"
Carboidrati,"36,1 g","13,5 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"49,8 g","68,3 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"6,9 g","0,3 %"
