Minerali,per porzione,% RDA
Calcio,"0,0 mg","0,0 %"
Rame,"0,0 mg","0,0 %"
Ferro,"0,0 mg","0,0 %"
Magnesio,"0,0 mg","0,0 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"7,0 mg","1,0 %"
Potassio,"13,0 mg","0,7 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"0,0 mg","0,0 %"
