Valori nutrizionali,per porzione,% RDA
Valore calorico,284 kcal 1.190 kJ,"14,2 %"
Grassi,"7,8 g","12,0 %"
Grassi saturi,"2,7 g","12,5 %"
Grassi monoinsaturi,"3,9 g","13,4 %"
Grassi polinsaturi,"1,2 g","7,8 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"50,0 g","68,5 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"145,5 mg","485,1 %"
Sodio,"0,2 g","< 0,1 %"
Acqua,"173,7 g","8,7 %"
