Valori nutrizionali,per porzione,% RDA
Valore calorico,94 kcal 395 kJ,"4,7 %"
Grassi,"8,0 g","12,3 %"
Grassi saturi,"1,2 g","5,5 %"
Grassi monoinsaturi,"3,7 g","12,8 %"
Grassi polinsaturi,"2,2 g","14,9 %"
Carboidrati,"3,5 g","1,3 %"
Zuccheri,"1,3 g","2,7 %"
Proteine,"3,8 g","5,3 %"
Fibre alimentari,"1,3 g","0,4 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"0,2 g","< 0,1 %"
