Valori nutrizionali,per porzione,% RDA
Valore calorico,380 kcal 1.591 kJ,"19,0 %"
Grassi,"2,3 g","3,5 %"
Grassi saturi,"0,6 g","2,7 %"
Carboidrati,"80,0 g","29,9 %"
Zuccheri,"3,2 g","6,4 %"
Proteine,"8,1 g","11,1 %"
Sale,"< 0,1 g","0,2 %"
Fibre alimentari,"3,2 g","1,1 %"
