Valori nutrizionali,per porzione,% RDA
Valore calorico,97 kcal 407 kJ,"4,9 %"
Grassi,"7,0 g","10,8 %"
Grassi saturi,"2,3 g","10,3 %"
Grassi monoinsaturi,"3,2 g","11,1 %"
Grassi polinsaturi,"1,2 g","8,1 %"
Carboidrati,"4,8 g","1,8 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"3,9 g","5,4 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"16,7 mg","55,5 %"
Sodio,"0,5 g","< 0,1 %"
Acqua,"28,2 g","1,4 %"
