Valori nutrizionali,per porzione,% RDA
Valore calorico,23 kcal 98 kJ,"1,2 %"
Grassi,"0,1 g","0,2 %"
Grassi saturi,"< 0,1 g","0,2 %"
Grassi monoinsaturi,"< 0,1 g","< 0,1 %"
Grassi polinsaturi,"< 0,1 g","0,4 %"
Carboidrati,"5,6 g","2,1 %"
Zuccheri,"5,4 g","10,8 %"
Proteine,"0,6 g","0,8 %"
Fibre alimentari,"0,6 g","0,2 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"62,2 g","3,1 %"
