Valori nutrizionali,per porzione,% RDA
Valore calorico,701 kcal 2.935 kJ,"35,0 %"
Grassi,"3,1 g","4,8 %"
Grassi saturi,"0,4 g","1,6 %"
Grassi monoinsaturi,"0,5 g","1,8 %"
Grassi polinsaturi,"2,9 g","19,6 %"
Carboidrati,"126,4 g","47,1 %"
Zuccheri,"8,1 g","16,1 %"
Proteine,"46,4 g","63,6 %"
Fibre alimentari,"50,8 g","16,9 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"25,2 g","1,3 %"
