Valori nutrizionali,per porzione,% RDA
Valore calorico,9 kcal 36 kJ,"0,4 %"
Grassi,"0,2 g","0,2 %"
Grassi saturi,"0,0 g","0,0 %"
Grassi monoinsaturi,"0,0 g","0,0 %"
Grassi polinsaturi,"0,0 g","0,0 %"
Carboidrati,"1,5 g","0,5 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"0,9 g","1,2 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"39,9 g","2,0 %"
