Valori nutrizionali,per porzione,% RDA
Valore calorico,1.043 kcal 4.368 kJ,"52,2 %"
Grassi,"77,4 g","119,1 %"
Grassi saturi,"33,7 g","153,2 %"
Grassi monoinsaturi,"31,8 g","109,5 %"
Grassi polinsaturi,"6,1 g","40,8 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"81,2 g","111,3 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"313,0 mg","1.043,3 %"
Sodio,"0,3 g","< 0,1 %"
Acqua,"291,8 g","14,6 %"
