Minerali,per porzione,% RDA
Calcio,"141,0 mg","14,1 %"
Rame,"0,1 mg","13,9 %"
Ferro,"4,4 mg","29,4 %"
Magnesio,"327,0 mg","109,0 %"
Manganese,"1,7 mg","85,6 %"
Fosforo,"303,0 mg","43,3 %"
Potassio,"3.535,0 mg","176,8 %"
Selenio,"< 0,1 mg","42,0 %"
Zinco,"0,4 mg","5,0 %"
