Valori nutrizionali,per porzione,% RDA
Valore calorico,104 kcal 433 kJ,"5,2 %"
Grassi,"0,9 g","1,4 %"
Grassi saturi,"0,2 g","0,9 %"
Grassi monoinsaturi,"0,2 g","0,5 %"
Grassi polinsaturi,"0,3 g","2,3 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"22,3 g","30,5 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"69,3 mg","231,0 %"
Sodio,"0,1 g","< 0,1 %"
Acqua,"66,1 g","3,3 %"
