Minerali,per porzione,% RDA
Calcio,"305,8 mg","30,6 %"
Rame,"1,7 mg","173,5 %"
Ferro,"11,4 mg","76,1 %"
Magnesio,"364,0 mg","121,3 %"
Manganese,"2,9 mg","147,5 %"
Fosforo,"846,6 mg","120,9 %"
Potassio,"2.464,8 mg","123,2 %"
Selenio,"< 0,1 mg","76,3 %"
Zinco,"7,6 mg","108,5 %"
