Valori nutrizionali,per porzione,% RDA
Valore calorico,832 kcal 3.484 kJ,"41,6 %"
Grassi,"72,4 g","111,4 %"
Grassi saturi,"11,2 g","50,7 %"
Grassi monoinsaturi,"32,6 g","112,4 %"
Grassi polinsaturi,"25,1 g","167,5 %"
Carboidrati,"23,1 g","8,6 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"38,2 g","52,3 %"
Fibre alimentari,"13,9 g","4,6 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"9,3 g","0,5 %"
