Valori nutrizionali,per porzione,% RDA
Valore calorico,316 kcal 1.322 kJ,"15,8 %"
Grassi,"21,7 g","33,4 %"
Grassi saturi,"13,0 g","59,0 %"
Grassi monoinsaturi,"5,6 g","19,4 %"
Grassi polinsaturi,"0,8 g","5,6 %"
Carboidrati,"3,8 g","1,4 %"
Zuccheri,"0,6 g","1,3 %"
Proteine,"27,7 g","37,9 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"69,4 mg","231,5 %"
Sodio,"0,9 g","0,2 %"
Acqua,"54,0 g","2,7 %"
