Minerali,per porzione,% RDA
Calcio,"24,0 mg","2,4 %"
Rame,"0,2 mg","24,0 %"
Ferro,"49,2 mg","328,2 %"
Magnesio,"36,0 mg","12,0 %"
Manganese,"< 0,1 mg","2,3 %"
Fosforo,"558,0 mg","79,7 %"
Potassio,"453,0 mg","22,7 %"
Selenio,"< 0,1 mg","234,0 %"
Zinco,"7,4 mg","105,0 %"
