Minerali,per porzione,% RDA
Calcio,"3,8 mg","0,4 %"
Rame,"< 0,1 mg","5,1 %"
Ferro,"1,1 mg","7,0 %"
Magnesio,"26,6 mg","8,9 %"
Manganese,"< 0,1 mg","0,5 %"
Fosforo,"220,4 mg","31,5 %"
Potassio,"337,4 mg","16,9 %"
Selenio,"< 0,1 mg","120,8 %"
Zinco,"2,2 mg","31,4 %"
