Minerali,per porzione,% RDA
Calcio,"98,7 mg","9,9 %"
Rame,"< 0,1 mg","1,2 %"
Ferro,"2,2 mg","14,5 %"
Magnesio,"7,3 mg","2,4 %"
Manganese,"< 0,1 mg","3,7 %"
Fosforo,"146,5 mg","20,9 %"
Potassio,"45,5 mg","2,3 %"
Selenio,"< 0,1 mg","11,3 %"
Zinco,"0,2 mg","2,3 %"
