Minerali,per porzione,% RDA
Calcio,"95,2 mg","9,5 %"
Rame,"0,2 mg","18,2 %"
Ferro,"0,3 mg","1,7 %"
Magnesio,"77,0 mg","25,7 %"
Manganese,"< 0,1 mg","2,7 %"
Fosforo,"95,2 mg","13,6 %"
Potassio,"1.194,1 mg","59,7 %"
Selenio,"0,1 mg","446,2 %"
Zinco,"0,2 mg","2,4 %"
