Minerali,per porzione,% RDA
Calcio,"79,5 mg","7,9 %"
Rame,"0,4 mg","39,5 %"
Ferro,"8,1 mg","54,0 %"
Magnesio,"158,9 mg","53,0 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"379,1 mg","54,2 %"
Potassio,"3.695,6 mg","184,8 %"
Selenio,"< 0,1 mg","61,3 %"
Zinco,"1,7 mg","24,0 %"
