Valori nutrizionali,per porzione,% RDA
Valore calorico,17 kcal 70 kJ,"0,8 %"
Grassi,"0,3 g","0,4 %"
Grassi saturi,"< 0,1 g","0,3 %"
Grassi monoinsaturi,"< 0,1 g","0,2 %"
Grassi polinsaturi,"< 0,1 g","0,7 %"
Carboidrati,"3,7 g","1,4 %"
Zuccheri,"0,7 g","1,5 %"
Proteine,"< 0,1 g","< 0,1 %"
Fibre alimentari,"< 0,1 g","< 0,1 %"
Colesterolo,"1,0 mg","3,3 %"
Sodio,"0,1 g","< 0,1 %"
Acqua,"9,6 g","0,5 %"
