Valori nutrizionali,per porzione,% RDA
Valore calorico,271 kcal 1.134 kJ,"13,5 %"
Grassi,"13,9 g","21,3 %"
Grassi saturi,"3,2 g","14,7 %"
Grassi monoinsaturi,"4,7 g","16,3 %"
Grassi polinsaturi,"3,9 g","25,7 %"
Carboidrati,"5,5 g","2,1 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"30,7 g","42,1 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"129,9 mg","433,1 %"
Sodio,"1,2 g","0,2 %"
Acqua,"128,1 g","6,4 %"
