Valori nutrizionali,per porzione,% RDA
Valore calorico,92 kcal 385 kJ,"4,6 %"
Grassi,"1,4 g","2,1 %"
Grassi saturi,"0,4 g","1,6 %"
Grassi monoinsaturi,"0,1 g","0,4 %"
Grassi polinsaturi,"0,5 g","3,5 %"
Carboidrati,"3,1 g","1,1 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"15,6 g","21,3 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"233,0 mg","776,7 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"78,6 g","3,9 %"
