Valori nutrizionali,per porzione,% RDA
Valore calorico,74 kcal 311 kJ,"3,7 %"
Grassi,"0,7 g","1,1 %"
Grassi saturi,"0,1 g","0,6 %"
Grassi monoinsaturi,"0,2 g","0,5 %"
Grassi polinsaturi,"0,4 g","2,8 %"
Carboidrati,"16,8 g","6,3 %"
Zuccheri,"0,1 g","0,2 %"
Proteine,"2,7 g","3,7 %"
Fibre alimentari,"0,6 g","0,2 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"0,5 g","< 0,1 %"
