Minerali,per porzione,% RDA
Calcio,"26,6 mg","2,7 %"
Rame,"< 0,1 mg","8,0 %"
Ferro,"1,1 mg","7,4 %"
Magnesio,"29,2 mg","9,7 %"
Manganese,"0,6 mg","30,0 %"
Fosforo,"66,6 mg","9,5 %"
Potassio,"81,7 mg","4,1 %"
Selenio,"< 0,1 mg","37,2 %"
Zinco,"0,5 mg","6,9 %"
