Valori nutrizionali,per porzione,% RDA
Valore calorico,286 kcal 1.199 kJ,"14,3 %"
Grassi,"26,6 g","41,0 %"
Grassi saturi,"12,5 g","57,0 %"
Grassi monoinsaturi,"10,9 g","37,7 %"
Grassi polinsaturi,"1,4 g","9,0 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"11,8 g","16,1 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"66,4 mg","221,2 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"44,9 g","2,2 %"
