Valori nutrizionali,per porzione,% RDA
Valore calorico,830 kcal 3.473 kJ,"41,5 %"
Grassi,"37,1 g","57,1 %"
Grassi saturi,"5,4 g","24,4 %"
Grassi monoinsaturi,"8,2 g","28,2 %"
Grassi polinsaturi,"20,9 g","139,6 %"
Carboidrati,"56,1 g","20,9 %"
Zuccheri,"13,6 g","27,3 %"
Proteine,"67,9 g","93,0 %"
Fibre alimentari,"17,3 g","5,8 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"15,9 g","0,8 %"
