Minerali,per porzione,% RDA
Calcio,"104,9 mg","10,5 %"
Rame,"< 0,1 mg","2,6 %"
Ferro,"0,3 mg","1,8 %"
Magnesio,"14,6 mg","4,9 %"
Manganese,"0,2 mg","12,0 %"
Fosforo,"17,1 mg","2,4 %"
Potassio,"351,4 mg","17,6 %"
Selenio,"< 0,1 mg","4,5 %"
Zinco,"0,1 mg","1,7 %"
