Valori nutrizionali,per porzione,% RDA
Valore calorico,227 kcal 950 kJ,"11,3 %"
Grassi,"6,0 g","9,2 %"
Grassi saturi,"2,5 g","11,4 %"
Grassi monoinsaturi,"2,5 g","8,6 %"
Grassi polinsaturi,"1,0 g","6,7 %"
Carboidrati,"32,0 g","11,9 %"
Zuccheri,"8,0 g","16,0 %"
Proteine,"11,0 g","15,1 %"
Fibre alimentari,"4,0 g","1,3 %"
Colesterolo,"22,7 mg","75,6 %"
Sodio,"0,7 g","0,1 %"
Acqua,"197,1 g","9,9 %"
