Minerali,per porzione,% RDA
Calcio,"25,5 mg","2,6 %"
Rame,"< 0,1 mg","3,3 %"
Ferro,"0,3 mg","2,3 %"
Magnesio,"14,5 mg","4,8 %"
Manganese,"< 0,1 mg","1,1 %"
Fosforo,"118,5 mg","16,9 %"
Potassio,"184,0 mg","9,2 %"
Selenio,"< 0,1 mg","78,0 %"
Zinco,"0,3 mg","4,4 %"
