Valori nutrizionali,per porzione,% RDA
Valore calorico,7 kcal 27 kJ,"0,3 %"
Grassi,"< 0,1 g","0,1 %"
Grassi saturi,"< 0,1 g","0,1 %"
Grassi monoinsaturi,"< 0,1 g","< 0,1 %"
Grassi polinsaturi,"< 0,1 g","0,2 %"
Carboidrati,"< 0,1 g","< 0,1 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"1,3 g","1,7 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"11,6 mg","38,7 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"3,9 g","0,2 %"
